device,useragent
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_3; en-US) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/48.0.3022.161 Safari/534"
edge,"Mozilla/5.0 (Windows NT 10.5; WOW64) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/47.0.3626.226 Safari/600.3 Edge/14.14185"
linux,Mozilla/5.0 (U; Linux x86_64) Gecko/20130401 Firefox/66.6
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1;; en-US Trident/5.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/536.36 (KHTML, like Gecko) Chrome/54.0.2694.224 Safari/600"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.1; HTC One0P8B2 dual sim Build/KOT49H) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/50.0.2689.272 Mobile Safari/533.9"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_0 like Mac OS X) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/55.0.2012.112 Mobile Safari/535.0"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2; en-US) Gecko/20100101 Firefox/66.4
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; x64; en-US Trident/5.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_8_5 like Mac OS X) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/47.0.2391.219 Mobile Safari/601.1"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_2) Gecko/20130401 Firefox/60.0
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_0) AppleWebKit/601.1 (KHTML, like Gecko) Chrome/48.0.3117.383 Safari/536"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/68.6
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_9; like Mac OS X) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/52.0.2818.376 Mobile Safari/600.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_4; like Mac OS X) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/51.0.2371.348 Mobile Safari/603.4"
firefox,Mozilla/5.0 (Windows; Windows NT 6.2; WOW64; en-US) Gecko/20100101 Firefox/57.9
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; x64 Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_4_5) Gecko/20100101 Firefox/67.2
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) Gecko/20100101 Firefox/51.1
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_2; en-US) Gecko/20100101 Firefox/51.8
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/52.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_3; like Mac OS X) AppleWebKit/600.18 (KHTML, like Gecko) Chrome/52.0.1476.100 Mobile Safari/600.8"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5;) AppleWebKit/536.49 (KHTML, like Gecko) Chrome/52.0.3724.162 Safari/600.3 Edge/12.43110"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_1; like Mac OS X) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/47.0.1588.351 Mobile Safari/533.0"
firefox,Mozilla/5.0 (Linux; U; Linux i551 ; en-US) Gecko/20100101 Firefox/70.4
edge,"Mozilla/5.0 (Windows NT 10.3; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.1552.192 Safari/600.4 Edge/15.61507"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_5; like Mac OS X) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/49.0.2108.385 Mobile Safari/536.4"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_7_8 like Mac OS X) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/47.0.1861.250 Mobile Safari/536.4"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; WOW64; en-US) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/53.0.1580.193 Safari/536"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3; x64; en-US) AppleWebKit/534.48 (KHTML, like Gecko) Chrome/51.0.3744.276 Safari/601.2 Edge/17.65295"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64) AppleWebKit/603.12 (KHTML, like Gecko) Chrome/47.0.1034.295 Safari/603.1 Edge/11.62169"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; x64; en-US Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2;; en-US Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_8; en-US) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/52.0.3637.201 Safari/602"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2) Gecko/20100101 Firefox/63.7
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1080 Build/SU6-7.3) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/50.0.1154.151 Mobile Safari/536.7"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64) AppleWebKit/536.30 (KHTML, like Gecko) Chrome/51.0.3751.277 Safari/603.9 Edge/8.98554"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64 Trident/4.0)
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.1699.129 Safari/533"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1; x64 Trident/4.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) AppleWebKit/535.45 (KHTML, like Gecko) Chrome/49.0.1899.219 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64; en-US) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/49.0.2118.333 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/52.0.2517.198 Safari/600"
android,"Mozilla/5.0 (Linux; U; Android 4.3.1; Samsung Galaxy SIV Mega GT-I9200 Build/JDQ39) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/53.0.1744.112 Mobile Safari/534.4"
android,"Mozilla/5.0 (Linux; Android 4.4.1; SM-E500L Build/KTU84P) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/49.0.2558.353 Mobile Safari/603.8"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_6; like Mac OS X) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/55.0.2052.382 Mobile Safari/533.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_8; like Mac OS X) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/55.0.3963.236 Mobile Safari/603.9"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; x64; en-US Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_9; like Mac OS X) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/53.0.3437.170 Mobile Safari/535.4"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4;) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/48.0.2906.361 Safari/534.6 Edge/16.47003"
firefox,Mozilla/5.0 (Windows; Windows NT 6.3; x64; en-US) Gecko/20100101 Firefox/73.8
windows,Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64) Gecko/20100101 Firefox/72.2
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_8_3; like Mac OS X) AppleWebKit/601.26 (KHTML, like Gecko) Chrome/52.0.3789.118 Mobile Safari/533.3"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_7_7 like Mac OS X) AppleWebKit/602.20 (KHTML, like Gecko) Chrome/50.0.1663.124 Mobile Safari/535.7"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_5) Gecko/20100101 Firefox/52.6
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.2; Win64; x64; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.2;; en-US Trident/4.0)
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/65.3
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.0; Trident/4.0)
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G9350FD Build/LMY47X) AppleWebKit/533.41 (KHTML, like Gecko) Chrome/55.0.3248.135 Mobile Safari/534.0"
windows,"Mozilla/5.0 (Windows NT 10.3; WOW64; en-US) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/52.0.1258.329 Safari/600"
edge,"Mozilla/5.0 (Windows NT 10.5; x64) AppleWebKit/537.3 (KHTML, like Gecko) Chrome/48.0.2219.325 Safari/602.9 Edge/15.50872"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_3; like Mac OS X) AppleWebKit/601.34 (KHTML, like Gecko) Chrome/50.0.2540.376 Mobile Safari/600.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_6; like Mac OS X) AppleWebKit/533.47 (KHTML, like Gecko) Chrome/53.0.2347.365 Mobile Safari/536.6"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_8_7) AppleWebKit/537.49 (KHTML, like Gecko) Chrome/51.0.1118.242 Safari/536"
mobile,"Mozilla/5.0 (Linux; Android 7.1; LG-H900 Build/NRD90M) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/53.0.3830.294 Mobile Safari/535.6"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/535.4 (KHTML, like Gecko) Chrome/52.0.2418.121 Mobile Safari/536.3"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_8; like Mac OS X) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/47.0.2541.108 Mobile Safari/536.0"
edge,"Mozilla/5.0 (Windows NT 10.3; x64) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/52.0.1055.249 Safari/603.5 Edge/14.88576"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/52.0.2556.222 Safari/602"
android,"Mozilla/5.0 (Android; Android 5.0; SM-T350 Build/LRX22G) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/48.0.3461.352 Mobile Safari/535.5"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.4; Win64; x64) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/49.0.2261.189 Safari/536"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_6) Gecko/20130401 Firefox/55.2
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_4 like Mac OS X) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/51.0.3093.333 Mobile Safari/600.9"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; WOW64) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/49.0.3568.136 Safari/602"
mobile,"Mozilla/5.0 (Android; Android 5.1.1; MOTOROLA MOTO G Build/LPH223) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/49.0.2356.188 Mobile Safari/603.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; WOW64) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/48.0.2223.282 Safari/534.0 Edge/10.21696"
firefox,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/60.2
mobile,"Mozilla/5.0 (Linux; Android 7.0; Nexus 8 Build/NME91E) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/51.0.2999.218 Mobile Safari/536.5"
firefox,Mozilla/5.0 (Windows NT 6.2; x64; en-US) Gecko/20100101 Firefox/57.8
windows,Mozilla/5.0 (Windows NT 10.3; Win64; x64; en-US) Gecko/20100101 Firefox/65.0
chrome,"Mozilla/5.0 (Windows NT 6.2; x64) AppleWebKit/533.11 (KHTML, like Gecko) Chrome/49.0.3245.209 Safari/603"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_8; en-US) Gecko/20100101 Firefox/70.2
linux,Mozilla/5.0 (Linux; U; Linux i575 x86_64) Gecko/20130401 Firefox/68.3
android,"Mozilla/5.0 (Android; Android 5.0; SAMSUNG SM-G900FD Build/KTU84F) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/53.0.3450.229 Mobile Safari/603.2"
windows,"Mozilla/5.0 (Windows; Windows NT 6.2; x64) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/53.0.2869.191 Safari/534.1 Edge/9.89243"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/533.40 (KHTML, like Gecko) Chrome/47.0.1612.118 Safari/602"
android,"Mozilla/5.0 (Android; Android 6.0.1; HTC One_M9 dual sim Build/MRA58K) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/50.0.2826.153 Mobile Safari/601.7"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; WOW64; en-US Trident/6.0)
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/67.0
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.4; LG-D953 Build/KOT49I) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/50.0.3813.191 Mobile Safari/602.0"
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/55.0.2150.271 Mobile Safari/600.8"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_8_0; en-US) Gecko/20100101 Firefox/64.4
linux,Mozilla/5.0 (Linux; U; Linux i686 ) Gecko/20130401 Firefox/71.0
android,"Mozilla/5.0 (Linux; U; Android 4.4; E:number:20-23:10 Build/24.0.A.1.34) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/49.0.3955.290 Mobile Safari/603.6"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64) Gecko/20130401 Firefox/55.1
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/53.0.1405.270 Safari/537"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_5_5; like Mac OS X) AppleWebKit/601.4 (KHTML, like Gecko) Chrome/50.0.2342.176 Mobile Safari/533.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_5; like Mac OS X) AppleWebKit/537.10 (KHTML, like Gecko) Chrome/54.0.2040.186 Mobile Safari/537.6"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.2; WOW64; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_0; like Mac OS X) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/47.0.3559.288 Mobile Safari/601.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_8; like Mac OS X) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/52.0.2791.163 Mobile Safari/533.6"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5;; en-US) Gecko/20100101 Firefox/53.1
linux,"Mozilla/5.0 (Linux; Linux i555 ; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/50.0.1590.232 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_6; like Mac OS X) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/53.0.1496.235 Mobile Safari/600.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_8; like Mac OS X) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/51.0.3115.115 Mobile Safari/602.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_2; like Mac OS X) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/54.0.1209.239 Mobile Safari/602.9"
mobile,"Mozilla/5.0 (Linux; Android 5.0.1; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/48.0.3433.380 Mobile Safari/600.0"
linux,"Mozilla/5.0 (Linux; U; Linux i544 x86_64; en-US) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/47.0.1343.213 Safari/534"
mobile,"Mozilla/5.0 (Android; Android 7.1.1; LG-H920 Build/NRD90C) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/55.0.1844.390 Mobile Safari/600.3"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64) AppleWebKit/602.3 (KHTML, like Gecko) Chrome/50.0.2227.254 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9; en-US) AppleWebKit/600.33 (KHTML, like Gecko) Chrome/49.0.1436.378 Safari/533"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.2; WOW64; en-US Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_1) Gecko/20100101 Firefox/64.8
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5; like Mac OS X) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/55.0.1907.352 Mobile Safari/533.0"
android,"Mozilla/5.0 (Android; Android 4.4; HTC OneS Build/KOT49H) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/50.0.2653.324 Mobile Safari/603.6"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/602.3 (KHTML, like Gecko) Chrome/48.0.3533.236 Safari/601"
android,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G935F Build/LMY47X) AppleWebKit/534.4 (KHTML, like Gecko) Chrome/48.0.3189.247 Mobile Safari/601.8"
linux,"Mozilla/5.0 (Linux i642 x86_64) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/55.0.1740.224 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/49.0.1997.326 Safari/600.1 Edge/14.58916"
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; LG-H910 Build/NRD90M) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/48.0.1659.297 Mobile Safari/601.6"
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/50.0.3440.236 Safari/603"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/602.20 (KHTML, like Gecko) Chrome/50.0.2431.283 Safari/603.2 Edge/8.52104"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/533.26 (KHTML, like Gecko) Chrome/50.0.2732.288 Safari/601"
edge,"Mozilla/5.0 (Windows NT 10.1;; en-US) AppleWebKit/537.43 (KHTML, like Gecko) Chrome/48.0.2585.181 Safari/602.8 Edge/14.18249"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/56.7
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1;; en-US) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/55.0.1177.147 Safari/536"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/49.0.2725.225 Safari/533.6 Edge/10.23979"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3; x64) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/54.0.1599.204 Safari/600"
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; Nexus 6P Build/NME91E) AppleWebKit/533.24 (KHTML, like Gecko) Chrome/55.0.2097.204 Mobile Safari/601.4"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.2; x64; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/534.29 (KHTML, like Gecko) Chrome/53.0.3086.315 Safari/600.3 Edge/17.59140"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Win64; x64; en-US Trident/4.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_5) Gecko/20100101 Firefox/46.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_5; like Mac OS X) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/52.0.1642.160 Mobile Safari/603.1"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1;) AppleWebKit/536.12 (KHTML, like Gecko) Chrome/50.0.2444.239 Safari/600"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/52.0.3700.260 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_0_7) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/48.0.1678.114 Safari/600"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/57.4
mobile,"Mozilla/5.0 (Linux; Android 7.0; Pixel C Build/NME91E) AppleWebKit/601.7 (KHTML, like Gecko) Chrome/48.0.3965.209 Mobile Safari/602.2"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0; WOW64 Trident/6.0)
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; Win64; x64; en-US Trident/5.0)
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2; WOW64 Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_8) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/49.0.3835.239 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_4; like Mac OS X) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/51.0.2614.246 Mobile Safari/534.3"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64) AppleWebKit/600.7 (KHTML, like Gecko) Chrome/49.0.2583.233 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/602.45 (KHTML, like Gecko) Chrome/55.0.3669.142 Safari/601.1 Edge/11.97068"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_2) Gecko/20130401 Firefox/74.8
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/48.0.2923.343 Safari/601.0 Edge/9.46455"
firefox,Mozilla/5.0 (Windows NT 10.5; x64; en-US) Gecko/20130401 Firefox/65.3
linux,Mozilla/5.0 (Linux; U; Linux i656 ) Gecko/20100101 Firefox/74.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_1; like Mac OS X) AppleWebKit/534.34 (KHTML, like Gecko) Chrome/50.0.1756.104 Mobile Safari/534.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_4; like Mac OS X) AppleWebKit/533.23 (KHTML, like Gecko) Chrome/54.0.1523.357 Mobile Safari/533.6"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;; en-US) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/50.0.2939.112 Safari/600.6 Edge/12.55766"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1;) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/48.0.2511.349 Safari/603.1 Edge/8.39152"
mobile,"Mozilla/5.0 (Android; Android 5.0.1; SM-N910G Build/LRX22C) AppleWebKit/533.13 (KHTML, like Gecko) Chrome/48.0.1887.248 Mobile Safari/533.3"
mobile,"Mozilla/5.0 (Linux; Android 7.0; Pixel XL Build/NME91E) AppleWebKit/533.37 (KHTML, like Gecko) Chrome/50.0.1009.151 Mobile Safari/535.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_5; like Mac OS X) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/52.0.2189.367 Mobile Safari/602.9"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_5; like Mac OS X) AppleWebKit/534.28 (KHTML, like Gecko) Chrome/51.0.3611.219 Mobile Safari/534.8"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 10.4;; en-US Trident/7.0)
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.3;) Gecko/20130401 Firefox/56.1
android,"Mozilla/5.0 (Android; Android 6.0.1; HTC One_M9 Build/MRA58K) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/51.0.2495.221 Mobile Safari/536.1"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_9) Gecko/20130401 Firefox/49.2
edge,"Mozilla/5.0 (Windows; Windows NT 10.2;; en-US) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/51.0.1112.394 Safari/533.0 Edge/18.71433"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; x64; en-US) AppleWebKit/533.7 (KHTML, like Gecko) Chrome/53.0.1660.305 Safari/603.1 Edge/12.95997"
windows,Mozilla/5.0 (Windows NT 10.2;; en-US) Gecko/20100101 Firefox/74.5
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; Win64; x64; en-US Trident/4.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5; en-US) Gecko/20130401 Firefox/49.3
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows NT 10.4; Win64; x64; en-US) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/47.0.1850.113 Safari/537.0 Edge/9.59970"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_2; like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/50.0.3943.340 Mobile Safari/601.6"
android,"Mozilla/5.0 (Android; Android 4.4; LG-E987 Build/KOT49I) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/48.0.3071.189 Mobile Safari/600.2"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; WOW64 Trident/7.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Win64; x64 Trident/4.0)
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.21 (KHTML, like Gecko) Chrome/50.0.2528.325 Safari/600"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_9; like Mac OS X) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/49.0.1422.330 Mobile Safari/602.7"
android,"Mozilla/5.0 (Linux; Android 5.0; HTC 80:number1-2w Build/JSS15J) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/49.0.2896.381 Mobile Safari/602.4"
linux,Mozilla/5.0 (U; Linux i685 ) Gecko/20130401 Firefox/58.5
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/50.0.3212.297 Safari/533"
